LOCATION,TIME,Value
SVK,2009,22925.77712
SVK,2010,24785.09488
SVK,2011,25836.33899
SVK,2012,26654.00879
SVK,2013,27899.62134
SVK,2014,28928.17644
SVK,2015,29699.53505
SVK,2016,30895.95421
SVK,2017,32376.22527
ESP,1970,94577.5971
ESP,1971,103992.1531
ESP,1972,117328.9425
ESP,1973,133397.3147
ESP,1974,153571.1128
ESP,1975,168705.6173
ESP,1976,183870.5626
ESP,1977,200838.6999
ESP,1978,218110.3093
ESP,1979,236304.1691
ESP,1980,263340.3937
ESP,1981,287876.2834
ESP,1982,309471.8736
ESP,1983,327285.757
ESP,1984,345145.0607
ESP,1985,364325.7914
ESP,1986,383754.3241
ESP,1987,415056.2708
ESP,1988,451587.2807
ESP,1989,491943.8579
ESP,1990,529657.6426
ESP,1991,561510.4889
ESP,1992,579643.3465
ESP,1993,587256.0893
ESP,1994,614090.5473
ESP,1995,644255.5666
ESP,1996,674780.8001
ESP,1997,715779.0096
ESP,1998,765425.0947
ESP,1999,803987.8868
ESP,2000,873584.2887
ESP,2001,935915.1073
ESP,2002,1009397.694
ESP,2003,1057053.106
ESP,2004,1123698.515
ESP,2005,1209299.233
ESP,2006,1368114.426
ESP,2007,1474260.431
ESP,2008,1537792.117
ESP,2009,1501742.692
ESP,2010,1486879.218
ESP,2011,1498957.406
ESP,2012,1496188.343
ESP,2013,1519995.295
ESP,2014,1566855.239
ESP,2015,1626884.257
ESP,2016,1706684.779
ESP,2017,1818879.084
ESP,1970,2757.011982
ESP,1971,3003.612973
ESP,1972,3358.564866
ESP,1973,3784.300073
ESP,1974,4314.830819
ESP,1975,4690.943764
ESP,1976,5052.57638
ESP,1977,5453.589275
ESP,1978,5856.398048
ESP,1979,6288.489472
ESP,1980,6932.867795
ESP,1981,7532.427947
ESP,1982,8054.165971
ESP,1983,8477.78774
ESP,1984,8903.967807
ESP,1985,9364.294395
ESP,1986,9833.720973
ESP,1987,10609.6801
ESP,1988,11518.14403
ESP,1989,12523.21607
ESP,1990,13462.80464
ESP,1991,14247.17174
ESP,1992,14672.94831
ESP,1993,14833.22154
ESP,1994,15483.25863
ESP,1995,16220.33703
ESP,1996,16918.5839
ESP,1997,17872.13507
ESP,1998,19033.79656
ESP,1999,19915.47899
ESP,2000,21541.26076
ESP,2001,22958.22762
ESP,2002,24367.46075
ESP,2003,25051.0263
ESP,2004,26218.49588
ESP,2005,27696.2012
ESP,2006,30840.47759
ESP,2007,32590.42424
ESP,2008,33442.62264
ESP,2009,32387.48042
ESP,2010,31933.3194
ESP,2011,32072.86473
ESP,2012,31993.07921
ESP,2013,32622.82521
ESP,2014,33728.45202
ESP,2015,35054.60584
ESP,2016,36742.40643
ESP,2017,39087.09941
SWE,1960,18211.5834
SWE,1961,19432.9864
SWE,1962,20724.913
SWE,1963,22148.5861
SWE,1964,24084.0674
SWE,1965,25702.6998
SWE,1966,27155.3039
SWE,1967,28875.6987
SWE,1968,31381.3339
SWE,1969,34657.9672
SWE,1970,38867.5192
SWE,1971,41223.5471
SWE,1972,43989.828
SWE,1973,48241.5793
SWE,1974,54264.3863
SWE,1975,60804.3005
SWE,1976,64829.3767
SWE,1977,67758.3165
SWE,1978,73794.6217
SWE,1979,82985.8792
SWE,1980,92020.1936
SWE,1981,101185.4481
SWE,1982,108778.4348
SWE,1983,115187.5032
SWE,1984,124390.804
SWE,1985,131096.8861
SWE,1986,137336.3368
SWE,1987,145451.8967
SWE,1988,154436.0871
SWE,1989,164751.2199
SWE,1990,172208.2872
SWE,1991,175991.7493
SWE,1992,177916.9448
SWE,1993,178370.1413
SWE,1994,189626.0238
SWE,1995,201385.1222
SWE,1996,208948.385
SWE,1997,216700.4208
SWE,1998,226095.7672
SWE,1999,240769.072
SWE,2000,260136.4552
SWE,2001,264025.3808
SWE,2002,273428.2357
SWE,2003,282300.0394
SWE,2004,301888.6098
SWE,2005,307060.5712
SWE,2006,340188.5501
SWE,2007,371670.0426
SWE,2008,386340.8665
SWE,2009,369104.3375
SWE,2010,390436.5598
SWE,2011,413955.8797
SWE,2012,426224.1255
SWE,2013,438948.504
SWE,2014,451571.6716
SWE,2015,474642.9177
SWE,2016,487065.3382
SWE,2017,517013.7955
SWE,1970,4832.52014
SWE,1971,5090.641402
SWE,1972,5416.193838
SWE,1973,5928.736127
SWE,1974,6649.307812
SWE,1975,7422.484052
SWE,1976,7884.956359
SWE,1977,8212.226894
SWE,1978,8917.880088
SWE,1979,10005.64496
SWE,1980,11073.55429
SWE,1981,12161.85029
SWE,1982,13066.62668
SWE,1983,13829.8485
SWE,1984,14920.50056
SWE,1985,15700.40375
SWE,1986,16408.35039
SWE,1987,17320.02197
SWE,1988,18306.99819
SWE,1989,19398.69143
SWE,1990,20120.36898
SWE,1991,20424.01568
SWE,1992,20525.95298
SWE,1993,20458.57607
SWE,1994,21595.77526
SWE,1995,22814.93188
SWE,1996,23634.0216
SWE,1997,24496.71842
SWE,1998,25544.65792
SWE,1999,27181.28134
SWE,2000,29320.73074
SWE,2001,29679.11205
SWE,2002,30636.21689
SWE,2003,31513.03157
SWE,2004,33567.42201
SWE,2005,34005.99929
SWE,2006,37463.63638
SWE,2007,40628.11323
SWE,2008,41904.29807
SWE,2009,39695.04087
SWE,2010,41632.7998
SWE,2011,43808.56365
SWE,2012,44774.26366
SWE,2013,45721.89742
SWE,2014,46572.50561
SWE,2015,48436.90482
SWE,2016,49083.9897
SWE,2017,51404.774
CHE,1970,44745.4749
CHE,1971,48929.7092
CHE,1972,52678.5187
CHE,1973,57259.9288
CHE,1974,63320.6171
CHE,1975,64146.8457
CHE,1976,66727.1273
CHE,1977,72597.9296
CHE,1978,78022.2226
CHE,1979,86600.6223
CHE,1980,98768.6277
CHE,1981,109845.5656
CHE,1982,115104.8661
CHE,1983,120377.6866
CHE,1984,128472.7383
CHE,1985,137404.4417
CHE,1986,142776.8997
CHE,1987,148626.7141
CHE,1988,158912.6454
CHE,1989,172294.5455
CHE,1990,185312.2834
CHE,1991,189824.579
CHE,1992,194065.5994
CHE,1993,198413.274
CHE,1994,205223.3147
CHE,1995,210534.0439
CHE,1996,215988.9678
CHE,1997,225515.9527
CHE,1998,234051.2301
CHE,1999,241567.4416
CHE,2000,256869.7705
CHE,2001,265899.6581
CHE,2002,274768.4784
CHE,2003,276778.5056
CHE,2004,289451.5578
CHE,2005,301740.6098
CHE,2006,337573.4139
CHE,2007,375640.596
CHE,2008,402150.9841
CHE,2009,400890.6902
CHE,2010,415249.7083
CHE,2011,444548.7282
CHE,2012,462615.2239
CHE,2013,486238.7519
CHE,2014,506895.0439
CHE,2015,529567.772
CHE,2016,537700.9554
CHE,2017,560353.7987
CHE,1970,7139.85558
CHE,1971,7713.613285
CHE,1972,8229.258261
CHE,1973,8889.716889
CHE,1974,9801.965254
CHE,1975,10017.43348
CHE,1976,10535.89604
CHE,1977,11493.51746
CHE,1978,12320.78717
CHE,1979,13636.08945
CHE,1980,15468.29843
CHE,1981,17085.50245
CHE,1982,17798.15184
CHE,1983,18571.1433
CHE,1984,19749.39514
CHE,1985,21031.33179
CHE,1986,21721.91357
CHE,1987,22454.51649
CHE,1988,23819.49905
CHE,1989,25627.46827
CHE,1990,27266.7269
CHE,1991,27590.42893
CHE,1992,27950.87772
CHE,1993,28389.94211
CHE,1994,29164.08
CHE,1995,29671.61775
CHE,1996,30290.56556
CHE,1997,31538.90843
CHE,1998,32639.89392
CHE,1999,33505.30114
CHE,2000,35434.19139
CHE,2001,36522.41071
CHE,2002,37466.38184
CHE,2003,37463.29001
CHE,2004,38913.1477
CHE,2005,40326.87635
CHE,2006,44859.41676
CHE,2007,49500.2375
CHE,2008,52362.64918
CHE,2009,51564.56759
CHE,2010,52859.84814
CHE,2011,56183.81787
CHE,2012,57849.60172
CHE,2013,60108.54053
CHE,2014,61902.16174
CHE,2015,63938.95824
CHE,2016,64222.93733
CHE,2017,66314.05902
TUR,1970,62719.5964
TUR,1971,69568.1422
TUR,1972,77964.8321
TUR,1973,84919.6511
TUR,1974,97739.3699
TUR,1975,114452.9559
TUR,1976,133385.966
TUR,1977,146498.0803
TUR,1978,159161.5081
TUR,1979,171289.5419
TUR,1980,182194.4443
TUR,1981,209116.8445
TUR,1982,229947.0342
TUR,1983,250827.5763
TUR,1984,277319.6466
TUR,1985,298222.8506
TUR,1986,325571.8952
TUR,1987,365263.6386
TUR,1988,386166.2104
TUR,1989,402315.1506
TUR,1990,456004.2785
TUR,1991,475793.1724
TUR,1992,515757.6001
TUR,1993,570437.4474
TUR,1994,550832.7008
TUR,1995,602824.9182
TUR,1996,655871.7829
TUR,1997,716895.4681
TUR,1998,557853.4828
TUR,1999,545463.7514
TUR,2000,606079.7328
TUR,2001,591540.1997
TUR,2002,607794.166
TUR,2003,634714.5664
TUR,2004,727742.612
TUR,2005,807226.7577
TUR,2006,936568.8114
TUR,2007,1033243.934
TUR,2008,1130487.066
TUR,2009,1104759.427
TUR,2010,1260360.146
TUR,2011,1443295.569
TUR,2012,1539111.228
TUR,2013,1690856.087
TUR,2014,1851026.001
TUR,2015,2012361.781
TUR,2016,2087370.187
TUR,2017,2261007.415
TUR,1970,1775.702738
TUR,1971,1920.975899
TUR,1972,2099.666922
TUR,1973,2230.501446
TUR,1974,2503.826465
TUR,1975,2855.755174
TUR,1976,3260.074936
TUR,1977,3507.423873
TUR,1978,3732.680772
TUR,1979,3934.976842
TUR,1980,4099.969493
TUR,1981,4591.937736
TUR,1982,4925.184934
TUR,1983,5240.42237
TUR,1984,5651.511037
TUR,1985,5928.176571
TUR,1986,6324.240389
TUR,1987,6974.673259
TUR,1988,7249.497079
TUR,1989,7423.884533
TUR,1990,8272.936838
TUR,1991,8487.97025
TUR,1992,9050.601905
TUR,1993,9849.903259
TUR,1994,9362.012013
TUR,1995,10088.10694
TUR,1996,10810.30118
TUR,1997,11641.31513
TUR,1998,8930.799866
TUR,1999,8608.417262
TUR,2000,9432.853962
TUR,2001,9082.035216
TUR,2002,9207.886408
TUR,2003,9491.34279
TUR,2004,10745.87086
TUR,2005,11772.98891
TUR,2006,13496.20018
TUR,2007,14715.43023
TUR,2008,15901.07695
TUR,2009,15333.23286
TUR,2010,17264.49798
TUR,2011,19517.18146
TUR,2012,20549.29308
TUR,2013,22314.40367
TUR,2014,24158.80637
TUR,2015,25986.21094
TUR,2016,26676.646
TUR,2017,28606.94884
GBR,1960,114500.8344
GBR,1961,118722.123
GBR,1962,122368.0186
GBR,1963,129722.616
GBR,1964,138405.5097
GBR,1965,146426.6392
GBR,1966,154889.2733
GBR,1967,163586.7474
GBR,1968,180450.3767
GBR,1969,194511.3067
GBR,1970,197804.2058
GBR,1971,215072.8153
GBR,1972,234022.1758
GBR,1973,262912.8569
GBR,1974,279512.134
GBR,1975,300885.1951
GBR,1976,326681.88
GBR,1977,355456.8452
GBR,1978,396445.4041
GBR,1979,445400.3057
GBR,1980,475785.9604
GBR,1981,516790.3233
GBR,1982,559751.0876
GBR,1983,606233.1195
GBR,1984,642401.4346
GBR,1985,690520.1657
GBR,1986,726434.773
GBR,1987,783897.6238
GBR,1988,858193.9289
GBR,1989,914752.9743
GBR,1990,955939.9907
GBR,1991,977529.5913
GBR,1992,1003545.636
GBR,1993,1053282.112
GBR,1994,1117514.106
GBR,1995,1185606.746
GBR,1996,1265713.687
GBR,1997,1338917.419
GBR,1998,1375334.633
GBR,1999,1420682.288
GBR,2000,1546229.665
GBR,2001,1626520.746
GBR,2002,1714735.727
GBR,2003,1796953.353
GBR,2004,1906924.829
GBR,2005,1962571.622
GBR,2006,2102524.05
GBR,2007,2171276.281
GBR,2008,2251412.184
GBR,2009,2165308.295
GBR,2010,2260384.41
GBR,2011,2329213.597
GBR,2012,2414959.065
GBR,2013,2533408.314
GBR,2014,2640578.628
GBR,2015,2738206.254
GBR,2016,2819115.753
GBR,2017,2965796.454
GBR,1960,2186.298678
GBR,1961,2248.226997
GBR,1962,2296.179887
GBR,1963,2419.069763
GBR,1964,2563.492244
GBR,1965,2694.142395
GBR,1966,2834.567525
GBR,1967,2976.523362
GBR,1968,3268.199673
GBR,1969,3507.172729
GBR,1970,3555.583223
GBR,1971,3845.530241
GBR,1972,4171.741374
GBR,1973,4676.250945
GBR,1974,4970.341667
GBR,1975,5351.35338
GBR,1976,5811.190408
GBR,1977,6325.980516
GBR,1978,7056.951193
GBR,1979,7919.635593
GBR,1980,8446.40441
GBR,1981,9169.777553
GBR,1982,9943.88246
GBR,1983,10764.84693
GBR,1984,11388.27908
GBR,1985,12209.92619
GBR,1986,12815.51713
GBR,1987,13800.04267
GBR,1988,15078.25443
GBR,1989,16026.64776
GBR,1990,16701.14244
GBR,1991,17018.56911
GBR,1992,17427.20563
GBR,1993,18250.02792
GBR,1994,19313.43724
GBR,1995,20432.68843
GBR,1996,21761.11834
GBR,1997,22960.47981
GBR,1998,23520.04503
GBR,1999,24209.0227
GBR,2000,26258.0183
GBR,2001,27515.44915
GBR,2002,28884.13784
GBR,2003,30131.51824
GBR,2004,31808.58764
GBR,2005,32485.91565
GBR,2006,34565.6378
GBR,2007,35409.51876
GBR,2008,36416.47554
GBR,2009,34777.92349
GBR,2010,36016.32266
GBR,2011,36805.14493
GBR,2012,37908.46975
GBR,2013,39519.05147
GBR,2014,40877.7285
GBR,2015,42055.07993
GBR,2016,42942.90386
GBR,2017,44909.09228
USA,1970,1073303
USA,1971,1164850
USA,1972,1279110
USA,1973,1425376
USA,1974,1545243
USA,1975,1684904
USA,1976,1873412
USA,1977,2081826
USA,1978,2351599
USA,1979,2627334
USA,1980,2857307
USA,1981,3207042
USA,1982,3343789
USA,1983,3634038
USA,1984,4037613
USA,1985,4338979
USA,1986,4579631
USA,1987,4855215
USA,1988,5236438
USA,1989,5641580
USA,1990,5963144
USA,1991,6158129
USA,1992,6520327
USA,1993,6858559
USA,1994,7287236
USA,1995,7639749
USA,1996,8073122
USA,1997,8577552
USA,1998,9062817
USA,1999,9630663
USA,2000,10252347
USA,2001,10581822
USA,2002,10936418
USA,2003,11458246
USA,2004,12213730
USA,2005,13036637
USA,2006,13814609
USA,2007,14451860
USA,2008,14712845
USA,2009,14448932
USA,2010,14992052
USA,2011,15542582
USA,2012,16197007
USA,2013,16784851
USA,2014,17521747
USA,2015,18219297
USA,2016,18707189
USA,2017,19485394
USA,1970,5233.352349
USA,1971,5608.545346
USA,1972,6093.20516
USA,1973,6725.406839
USA,1974,7224.204995
USA,1975,7801.167695
USA,1976,8590.244216
USA,1977,9450.431025
USA,1978,10562.86018
USA,1979,11671.54141
USA,1980,12547.12681
USA,1981,13943.17589
USA,1982,14399.35319
USA,1983,15508.00784
USA,1984,17080.01472
USA,1985,18192.3264
USA,1986,19027.64632
USA,1987,19993.22608
USA,1988,21367.89616
USA,1989,22804.67446
USA,1990,23835.31923
USA,1991,24289.54759
USA,1992,25378.62464
USA,1993,26350.49293
USA,1994,27660.26836
USA,1995,28657.51272
USA,1996,29932.15777
USA,1997,31424.43893
USA,1998,32817.982
USA,1999,34477.97213
USA,2000,36304.60202
USA,2001,37099.9106
USA,2002,37979.60793
USA,2003,39426.08714
USA,2004,41647.84391
USA,2005,44043.73414
USA,2006,46230.8462
USA,2007,47902.06035
USA,2008,48311.2237
USA,2009,47028.1604
USA,2010,48393.6164
USA,2011,49800.32554
USA,2012,51521.45852
USA,2013,53016.2888
USA,2014,54935.20048
USA,2015,56700.88042
USA,2016,57797.46221
USA,2017,59774.2643
CHL,1986,41610.2163
CHL,1987,45450.7599
CHL,1988,50494.2588
CHL,1989,58015.1618
CHL,1990,62412.3201
CHL,1991,69665.3673
CHL,1992,80001.4345
CHL,1993,87618.4259
CHL,1994,94597.5733
CHL,1995,106845.3585
CHL,1996,116867.753
CHL,1997,127713.4724
CHL,1998,134736.1682
CHL,1999,136118.2356
CHL,2000,146574.1915
CHL,2001,154736.7803
CHL,2002,162067.9961
CHL,2003,171831.2111
CHL,2004,189179.007
CHL,2005,206274.4027
CHL,2006,257648.2507
CHL,2007,280051.8521
CHL,2008,275716.4474
CHL,2009,272874.0995
CHL,2010,309886.4337
CHL,2011,350575.242
CHL,2012,374241.5721
CHL,2013,394291.9363
CHL,2014,404733.2196
CHL,2015,407823.2395
CHL,2016,416011.6519
CHL,2017,446805.8496
CHL,1986,3378.139766
CHL,1987,3626.540396
CHL,1988,3960.913401
CHL,1989,4475.284781
CHL,1990,4735.818535
CHL,1991,5190.382613
CHL,1992,5854.374214
CHL,1993,6299.643818
CHL,1994,6684.534004
CHL,1995,7422.424717
CHL,1996,8007.106364
CHL,1997,8631.577208
CHL,1998,8984.419531
CHL,1999,8956.789355
CHL,2000,9519.174418
CHL,2001,9937.064613
CHL,2002,10292.91809
CHL,2003,10793.77102
CHL,2004,11757.51191
CHL,2005,12667.85359
CHL,2006,15685.21897
CHL,2007,16872.26879
CHL,2008,16447.33384
CHL,2009,16119.89398
CHL,2010,18129.08799
CHL,2011,20302.78872
CHL,2012,21446.53762
CHL,2013,22352.53073
CHL,2014,22691.62984
CHL,2015,22600.71995
CHL,2016,22760.69713
CHL,2017,24122.4152
CHN,1980,307686.1167
CHN,1981,351552.7066
CHN,1982,404623.494
CHN,1983,466013.9319
CHN,1984,556460.2446
CHN,1985,651783.6676
CHN,1986,723584.3794
CHN,1987,827641.0605
CHN,1988,953542.7136
CHN,1989,1032433.894
CHN,1990,1119939.472
CHN,1991,1264765.687
CHN,1992,1477496.711
CHN,1993,1722418.631
CHN,1994,1988674.84
CHN,1995,2252436.161
CHN,1996,2521266.933
CHN,1997,2801133.655
CHN,1998,3053459.216
CHN,1999,3337894.548
CHN,2000,3703733.838
CHN,2001,4104066.357
CHN,2002,4547549.215
CHN,2003,5103703.986
CHN,2004,5774281.244
CHN,2005,6639272
CHN,2006,7713674.662
CHN,2007,9045939.62
CHN,2008,10113835.63
CHN,2009,11148547.64
CHN,2010,12484966.69
CHN,2011,13957939.64
CHN,2012,15331821.97
CHN,2013,16788027.94
CHN,2014,18336438.81
CHN,2015,19814259.46
CHN,2016,21411541.9
CHN,2017,23300782.88
CHN,1980,311.722929
CHN,1981,351.299771
CHN,1982,398.039914
CHN,1983,452.405572
CHN,1984,533.227522
CHN,1985,615.755796
CHN,1986,673.057921
CHN,1987,757.219634
CHN,1988,858.846318
CHN,1989,916.057899
CHN,1990,979.541752
CHN,1991,1091.981461
CHN,1992,1260.974738
CHN,1993,1453.30934
CHN,1994,1659.303163
CHN,1995,1859.657831
CHN,1996,2060.04374
CHN,1997,2265.812737
CHN,1998,2447.446891
CHN,1999,2653.629616
CHN,2000,2922.239364
CHN,2001,3215.672512
CHN,2002,3540.243681
CHN,2003,3949.409942
CHN,2004,4442.164849
CHN,2005,5077.604087
CHN,2006,5868.232808
CHN,2007,6846.293865
CHN,2008,7615.725389
CHN,2009,8354.100889
CHN,2010,9310.816301
CHN,2011,10359.54996
CHN,2012,11323.01998
CHN,2013,12337.60652
CHN,2014,13405.59344
CHN,2015,14414.35412
CHN,2016,15485.20073
CHN,2017,16762.18842
COL,1980,80679.4158
COL,1981,91051.4529
COL,1982,98372.046
COL,1983,104741.9096
COL,1984,112744.6938
COL,1985,120529.5275
COL,1986,131314.5982
COL,1987,143743.7006
COL,1988,156493.7445
COL,1989,169306.6775
COL,1990,186960.7514
COL,1991,199813.9443
COL,1992,215576.4964
COL,1993,227627.9664
COL,1994,214066.1613
COL,1995,236077.9275
COL,1996,250159.9625
COL,1997,268332.9677
COL,1998,278485.1474
COL,1999,273871.7848
COL,2000,248198.1302
COL,2001,259953.5837
COL,2002,272549.7721
COL,2003,295666.3227
COL,2004,321633.4535
COL,2005,353660.6897
COL,2006,389269.7729
COL,2007,427365.9647
COL,2008,450718.7623
COL,2009,463334.6811
COL,2010,488842.8181
COL,2011,531984.2126
COL,2012,566711.8058
COL,2013,605095.2297
COL,2014,645133.7713
COL,2015,671379.341
COL,2016,696001.5338
COL,2017,726164.3177
COL,1985,3913.014178
COL,1986,4176.673368
COL,1987,4478.419215
COL,1988,4775.939791
COL,1989,5061.952431
COL,1990,5477.897183
COL,1991,5736.740579
COL,1992,6068.997509
COL,1993,6286.830927
COL,1994,5808.506894
COL,1995,6300.084552
COL,1996,6571.388933
COL,1997,6945.209488
COL,1998,7107.031099
COL,1999,6893.186107
COL,2000,6159.440685
COL,2001,6369.297476
COL,2002,6594.665555
COL,2003,7065.081897
COL,2004,7591.336419
COL,2005,8246.031712
COL,2006,8968.118865
COL,2007,9729.019862
COL,2008,10139.64302
COL,2009,10301.17192
COL,2010,10741.53563
COL,2011,11553.6719
COL,2012,12165.94305
COL,2013,12841.2828
COL,2014,13535.66058
COL,2015,13928.04805
COL,2016,14277.62581
COL,2017,14732.00677
EST,1993,8420.8054
EST,1994,8459.3628
EST,1995,9027.6992
EST,1996,9662.1318
EST,1997,10975.2322
EST,1998,11596.0222
EST,1999,11633.8463
EST,2000,13161.3679
EST,2001,14301.4329
EST,2002,15987.5123
EST,2003,17908.0314
EST,2004,19647.1775
EST,2005,22375.6783
EST,2006,25936.8472
EST,2007,29447.0954
EST,2008,30303.8388
EST,2009,27360.7241
EST,2010,28735.5072
EST,2011,32579.4377
EST,2012,34419.8396
EST,2013,36239.2955
EST,2014,38074.6859
EST,2015,38426.9501
EST,2016,40654.6655
EST,2017,44063.6406
EST,1993,5571.895345
EST,1994,5727.395282
EST,1995,6234.168342
EST,1996,6779.491886
EST,1997,7805.9973
EST,1998,8323.897906
EST,1999,8435.213415
EST,2000,9392.255717
EST,2001,10268.85392
EST,2002,11555.84553
EST,2003,13022.12871
EST,2004,14379.84154
EST,2005,16466.02273
EST,2006,19202.52252
EST,2007,21927.98825
EST,2008,22641.84013
EST,2009,20484.18362
EST,2010,21552.16918
EST,2011,24501.34442
EST,2012,25973.31691
EST,2013,27449.85271
EST,2014,28936.52979
EST,2015,29259.84171
EST,2016,30894.9506
EST,2017,33493.1899
IND,1980,365791.344
IND,1981,418369.5719
IND,1982,455862.5477
IND,1983,499993.6801
IND,1984,535595.1825
IND,1985,578569.7996
IND,1986,677272.9824
IND,1987,722163.7027
IND,1988,819411.3189
IND,1989,901793.0497
IND,1990,986925.0879
IND,1991,1030552.323
IND,1992,1111831.165
IND,1993,1192361.891
IND,1994,1298825.112
IND,1995,1426345.682
IND,1996,1562031.987
IND,1997,1653108.407
IND,1998,1774393.48
IND,1999,1960907.89
IND,2000,2082560.92
IND,2001,2232771.886
IND,2002,2353285.653
IND,2003,2588877.272
IND,2004,2870818.305
IND,2005,3238319.338
IND,2006,3647022.607
IND,2007,4111053.129
IND,2008,4354793.149
IND,2009,4759946.091
IND,2010,5312415.1
IND,2011,5782035.484
IND,2012,6209845.313
IND,2013,6713106.673
IND,2014,7339969.287
IND,2015,8024589.278
IND,2016,8705012.642
IND,2017,9460761.436
IND,2004,2616.706221
IND,2005,2906.308327
IND,2006,3226.43365
IND,2007,3585.815724
IND,2008,3745.750638
IND,2009,4038.251028
IND,2010,4414.060389
IND,2011,4739.373347
IND,2012,5028.214828
IND,2013,5366.192385
IND,2014,5793.188071
IND,2015,6254.551269
IND,2016,6701.318431
IDN,1993,855513.0527
IDN,1994,939597.4598
IDN,1995,1038040.549
IDN,1996,1139628.031
IDN,1997,1213609.87
IDN,1998,1065745.087
IDN,1999,1090614.946
IDN,2000,1065176.186
IDN,2001,1129144.259
IDN,2002,1198063.528
IDN,2003,1280367.481
IDN,2004,1381758.886
IDN,2005,1507407.416
IDN,2006,1639188.323
IDN,2007,1789587.475
IDN,2008,1934423.829
IDN,2009,1998472.592
IDN,2010,2003952.399
IDN,2011,2171518.785
IDN,2012,2344875.012
IDN,2013,2515160.326
IDN,2014,2688484.96
IDN,2015,2850160.641
IDN,2016,3031809.764
IDN,2017,3242768.576
IDN,1993,4627.787273
IDN,1994,5012.580752
IDN,1995,5461.433736
IDN,1996,5913.277703
IDN,1997,6210.363972
IDN,1998,5378.536193
IDN,1999,5428.18952
IDN,2000,5192.625618
IDN,2001,5422.04846
IDN,2002,5666.85626
IDN,2003,5965.481353
IDN,2004,6341.490873
IDN,2005,6814.566794
IDN,2006,7299.36015
IDN,2007,7849.776281
IDN,2008,8358.038025
IDN,2009,8505.48813
IDN,2010,8401.653869
IDN,2011,8973.562971
IDN,2012,9554.336766
IDN,2013,10108.42992
IDN,2014,10661.61875
IDN,2015,11156.9
IDN,2016,11719.1773
IDN,2017,12382.13537
ISR,1977,22483.8336
ISR,1978,25402.1557
ISR,1979,29217.4246
ISR,1980,32388.7888
ISR,1981,37346.6588
ISR,1982,40479.813
ISR,1983,43478.3322
ISR,1984,45467.2918
ISR,1985,48798.7039
ISR,1986,51867.3741
ISR,1987,56944.5327
ISR,1988,60668.7629
ISR,1989,63409.5464
ISR,1990,70595.3482
ISR,1991,78621.4387
ISR,1992,86652.6195
ISR,1993,92357.4589
ISR,1994,101336.3002
ISR,1995,110292.6135
ISR,1996,117987.9772
ISR,1997,124904.9369
ISR,1998,131594.0639
ISR,1999,138214.5736
ISR,2000,156673.6247
ISR,2001,160342.7368
ISR,2002,165616.0305
ISR,2003,159161.7355
ISR,2004,171580.8905
ISR,2005,171942.3852
ISR,2006,181069.0734
ISR,2007,197127.6388
ISR,2008,200368.9313
ISR,2009,205847.4026
ISR,2010,219784.8128
ISR,2011,237392.4042
ISR,2012,250963.1586
ISR,2013,275461.4844
ISR,2014,281491.3537
ISR,2015,297615.4348
ISR,2016,320589.4794
ISR,2017,338666.4676
ISR,1995,19887.68269
ISR,1996,20741.58315
ISR,1997,21406.61743
ISR,1998,22007.99647
ISR,1999,22521.97961
ISR,2000,24853.83812
ISR,2001,24833.44681
ISR,2002,25128.07943
ISR,2003,23706.30118
ISR,2004,25097.4926
ISR,2005,24700.19575
ISR,2006,25544.51103
ISR,2007,27308.57603
ISR,2008,27257.09251
ISR,2009,27512.16613
ISR,2010,28840.02884
ISR,2011,30579.68706
ISR,2012,31738.4618
ISR,2013,34193.22611
ISR,2014,34277.84216
ISR,2015,35527.26299
ISR,2016,37524.92187
ISR,2017,38886.0593
RUS,1995,896155.3499
RUS,1996,879641.0454
RUS,1997,907167.8555
RUS,1998,868345.7251
RUS,1999,936828.6999
RUS,2000,1076603.397
RUS,2001,1156231.18
RUS,2002,1256636.082
RUS,2003,1441872.103
RUS,2004,1586943.765
RUS,2005,1827554.278
RUS,2006,2297667.711
RUS,2007,2560765.944
RUS,2008,3100122.986
RUS,2009,2982070.333
RUS,2010,3152688.243
RUS,2011,3475385.03
RUS,2012,3692393.295
RUS,2013,3765660.82
RUS,2014,3768772.457
RUS,2015,3528552.95
RUS,2016,3531999.049
RUS,1995,6039.76801
RUS,1996,5937.096879
RUS,1997,6133.019547
RUS,1998,5880.281292
RUS,1999,6363.686444
RUS,2000,7343.972601
RUS,2001,7920.668176
RUS,2002,8648.175878
RUS,2003,9968.10134
RUS,2004,11015.29316
RUS,2005,12733.90072
RUS,2006,16062.03071
RUS,2007,17931.89294
RUS,2008,21718.30961
RUS,2009,20884.98809
RUS,2010,22070.00308
RUS,2011,24310.03713
RUS,2012,25784.55968
RUS,2013,26240.2588
RUS,2014,25797.4991
RUS,2015,24101.14988
RUS,2016,24080.51901
SVN,1990,24606.8758
SVN,1991,23174.9203
SVN,1992,22407.9918
SVN,1993,23591.1487
SVN,1994,25378.5624
SVN,1995,26974.9023
SVN,1996,28381.5757
SVN,1997,30327.3791
SVN,1998,31786.7461
SVN,1999,33844.9423
SVN,2000,35900.8211
SVN,2001,37760.048
SVN,2002,40498.9758
SVN,2003,42177.0858
SVN,2004,45485.6264
SVN,2005,47901.8617
SVN,2006,51703.2957
SVN,2007,55711.5577
SVN,2008,59879.8077
SVN,2009,56041.9049
SVN,2010,56826.3899
SVN,2011,59131.4964
